,path,label,youtube title,youtube url
0,training/398/0.wav,3,"US Army, NATO. Powerful M1A2 Abrams and TR-85 tanks conduct live firing.",https://www.youtube.com/watch?v=Oh4q6ck6ufc&t=1s
1,training/398/1.wav,3,"US Army, NATO. Powerful M1A2 Abrams and TR-85 tanks conduct live firing.",https://www.youtube.com/watch?v=Oh4q6ck6ufc&t=1s
2,training/398/2.wav,3,"US Army, NATO. Powerful M1A2 Abrams and TR-85 tanks conduct live firing.",https://www.youtube.com/watch?v=Oh4q6ck6ufc&t=1s
3,training/398/3.wav,3,"US Army, NATO. Powerful M1A2 Abrams and TR-85 tanks conduct live firing.",https://www.youtube.com/watch?v=Oh4q6ck6ufc&t=1s
4,training/398/4.wav,3,"US Army, NATO. Powerful M1A2 Abrams and TR-85 tanks conduct live firing.",https://www.youtube.com/watch?v=Oh4q6ck6ufc&t=1s
5,training/398/5.wav,3,"US Army, NATO. Powerful M1A2 Abrams and TR-85 tanks conduct live firing.",https://www.youtube.com/watch?v=Oh4q6ck6ufc&t=1s
6,training/398/6.wav,4,"US Army, NATO. Powerful M1A2 Abrams and TR-85 tanks conduct live firing.",https://www.youtube.com/watch?v=Oh4q6ck6ufc&t=1s
7,training/398/7.wav,4,"US Army, NATO. Powerful M1A2 Abrams and TR-85 tanks conduct live firing.",https://www.youtube.com/watch?v=Oh4q6ck6ufc&t=1s
8,training/398/8.wav,4,"US Army, NATO. Powerful M1A2 Abrams and TR-85 tanks conduct live firing.",https://www.youtube.com/watch?v=Oh4q6ck6ufc&t=1s
9,training/088/0.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
10,training/088/1.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
11,training/088/10.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
12,training/088/11.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
13,training/088/2.wav,2,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
14,training/088/3.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
15,training/088/4.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
16,training/088/5.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
17,training/088/6.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
18,training/088/7.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
19,training/088/8.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
20,training/088/9.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30
21,training/157/0.wav,3,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
22,training/157/1.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
23,training/157/10.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
24,training/157/11.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
25,training/157/12.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
26,training/157/13.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
27,training/157/14.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
28,training/157/15.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
29,training/157/16.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
30,training/157/17.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
31,training/157/18.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
32,training/157/19.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
33,training/157/2.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
34,training/157/20.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
35,training/157/21.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
36,training/157/22.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
37,training/157/3.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
38,training/157/4.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
39,training/157/5.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
40,training/157/6.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
41,training/157/7.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
42,training/157/8.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
43,training/157/9.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc
44,training/460/0.wav,5,U.S. Marines Conduct Jungle Warfare Operations,https://www.youtube.com/watch?v=Dumo2etHkIk
45,training/460/1.wav,5,U.S. Marines Conduct Jungle Warfare Operations,https://www.youtube.com/watch?v=Dumo2etHkIk
46,training/460/10.wav,2,U.S. Marines Conduct Jungle Warfare Operations,https://www.youtube.com/watch?v=Dumo2etHkIk
47,training/460/11.wav,2,U.S. Marines Conduct Jungle Warfare Operations,https://www.youtube.com/watch?v=Dumo2etHkIk
48,training/460/2.wav,5,U.S. Marines Conduct Jungle Warfare Operations,https://www.youtube.com/watch?v=Dumo2etHkIk
49,training/460/3.wav,2,U.S. Marines Conduct Jungle Warfare Operations,https://www.youtube.com/watch?v=Dumo2etHkIk
